instant,dteday,season,temp,hum,windspeed
587,2011-01-26,1,0.2,0.93,0.3582
588,2011-01-27,1,0.22,0.55,0.194
589,2011-01-27,1,0.22,0.55,0.1045
590,2011-01-27,1,0.2,0.69,0.0896
591,2011-01-27,1,0.2,0.69,0.0896
592,2011-01-27,1,0.18,0.74,0.0896
593,2011-01-27,1,0.18,0.74,0.0896
594,2011-01-27,1,0.18,0.74,0.0896
595,2011-01-27,1,0.18,0.8,0.1642
596,2011-01-28,1,0.2,0.75,0.1343
597,2011-01-28,1,0.2,0.75,0.1343
598,2011-01-28,1,0.2,0.75,0.1642
599,2011-01-28,1,0.2,0.75,0.1045
600,2011-01-28,1,0.18,0.8,0.1045
601,2011-01-28,1,0.18,0.8,0.1343
602,2011-01-28,1,0.16,0.86,0.0896
603,2011-01-28,1,0.16,0.86,0.0896
604,2011-01-28,1,0.18,0.86,0.0896
605,2011-01-28,1,0.18,0.86,0.1045
606,2011-01-28,1,0.18,0.93,0.1045
607,2011-01-28,1,0.18,0.93,0.1045
608,2011-01-28,1,0.18,0.93,0.1045
609,2011-01-28,1,0.22,0.8,0.0
610,2011-01-28,1,0.2,0.86,0.0
611,2011-01-28,1,0.22,0.8,0.0
612,2011-01-28,1,0.24,0.75,0.1343
613,2011-01-28,1,0.24,0.75,0.194
614,2011-01-28,1,0.24,0.75,0.1343
615,2011-01-28,1,0.24,0.7,0.194
616,2011-01-28,1,0.22,0.75,0.1343
617,2011-01-28,1,0.24,0.65,0.3582
618,2011-01-28,1,0.24,0.6,0.2239
619,2011-01-29,1,0.22,0.64,0.3582
620,2011-01-29,1,0.22,0.64,0.194
621,2011-01-29,1,0.22,0.64,0.1642
622,2011-01-29,1,0.2,0.64,0.1343
623,2011-01-29,1,0.16,0.69,0.1045
624,2011-01-29,1,0.16,0.64,0.1343
625,2011-01-29,1,0.16,0.59,0.1045
626,2011-01-29,1,0.18,0.55,0.1642
627,2011-01-29,1,0.18,0.59,0.0896
628,2011-01-29,1,0.18,0.64,0.1045
629,2011-01-29,1,0.18,0.64,0.1343
630,2011-01-29,1,0.2,0.59,0.194
631,2011-01-29,1,0.22,0.55,0.1642
632,2011-01-29,1,0.22,0.6,0.1343
633,2011-01-29,1,0.22,0.69,0.2537
634,2011-01-29,1,0.24,0.6,0.1642
635,2011-01-29,1,0.24,0.6,0.0
636,2011-01-29,1,0.22,0.69,0.1343
637,2011-01-29,1,0.22,0.69,0.2537
638,2011-01-29,1,0.18,0.74,0.0896
639,2011-01-29,1,0.18,0.74,0.0896
640,2011-01-29,1,0.16,0.8,0.0896
641,2011-01-29,1,0.16,0.8,0.0896
642,2011-01-30,1,0.16,0.8,0.1045
643,2011-01-30,1,0.14,0.8,0.0
644,2011-01-30,1,0.16,0.8,0.0
645,2011-01-30,1,0.14,0.93,0.0
646,2011-01-30,1,0.14,0.93,0.0
647,2011-01-30,1,0.14,0.86,0.0
648,2011-01-30,1,0.14,0.86,0.0
649,2011-01-30,1,0.14,0.86,0.0
650,2011-01-30,1,0.16,0.8,0.0
651,2011-01-30,1,0.18,0.8,0.0
652,2011-01-30,1,0.22,0.75,0.0
653,2011-01-30,1,0.3,0.52,0.1045
654,2011-01-30,1,0.28,0.61,0.1045
655,2011-01-30,1,0.28,0.61,0.0896
656,2011-01-30,1,0.3,0.56,0.0
657,2011-01-30,1,0.3,0.56,0.0
658,2011-01-30,1,0.3,0.56,0.194
659,2011-01-30,1,0.26,0.65,0.1642
660,2011-01-30,1,0.26,0.65,0.194
661,2011-01-30,1,0.26,0.65,0.1045
662,2011-01-30,1,0.24,0.7,0.1642
663,2011-01-30,1,0.24,0.7,0.194
664,2011-01-30,1,0.24,0.65,0.2836
665,2011-01-31,1,0.24,0.65,0.2239
666,2011-01-31,1,0.22,0.64,0.2537
667,2011-01-31,1,0.22,0.64,0.194
668,2011-01-31,1,0.22,0.64,0.194
669,2011-01-31,1,0.2,0.59,0.2239
670,2011-01-31,1,0.18,0.64,0.2836
671,2011-01-31,1,0.16,0.69,0.3284
672,2011-01-31,1,0.16,0.64,0.2836
673,2011-01-31,1,0.16,0.59,0.2836
674,2011-01-31,1,0.16,0.59,0.2985
675,2011-01-31,1,0.16,0.59,0.194
676,2011-01-31,1,0.16,0.59,0.194
677,2011-01-31,1,0.18,0.55,0.1045
678,2011-01-31,1,0.16,0.59,0.0
679,2011-01-31,1,0.18,0.55,0.1343
680,2011-01-31,1,0.16,0.59,0.1343
681,2011-01-31,1,0.16,0.56,0.194
682,2011-01-31,1,0.16,0.59,0.194
683,2011-01-31,1,0.16,0.55,0.2239
684,2011-01-31,1,0.3,0.61,0.1045
685,2011-01-31,1,0.16,0.59,0.1642
686,2011-01-31,1,0.16,0.59,0.0896
687,2011-01-31,1,0.16,0.59,0.1045
688,2011-01-31,1,0.16,0.64,0.0896
689,2011-02-01,1,0.16,0.64,0.1045
690,2011-02-01,1,0.16,0.69,0.1045
691,2011-02-01,1,0.16,0.69,0.0
692,2011-02-01,1,0.16,0.69,0.0
693,2011-02-01,1,0.14,0.93,0.0
694,2011-02-01,1,0.14,0.93,0.0
695,2011-02-01,1,0.16,0.93,0.0
696,2011-02-01,1,0.16,0.93,0.0
697,2011-02-01,1,0.16,0.93,0.0
698,2011-02-01,1,0.16,0.93,0.0
699,2011-02-01,1,0.18,0.86,0.0
700,2011-02-01,1,0.2,0.86,0.0
701,2011-02-01,1,0.2,0.86,0.0
702,2011-02-01,1,0.22,0.8,0.0896
703,2011-02-01,1,0.24,0.75,0.0
704,2011-02-01,1,0.24,0.75,0.1343
705,2011-02-01,1,0.24,0.75,0.0
706,2011-02-01,1,0.24,0.81,0.1045
707,2011-02-01,1,0.24,0.81,0.1343
708,2011-02-01,1,0.22,0.87,0.1343
709,2011-02-01,1,0.22,0.87,0.1343
710,2011-02-01,1,0.22,0.87,0.0896
711,2011-02-01,1,0.2,0.93,0.194
712,2011-02-02,1,0.22,0.93,0.1045
713,2011-02-02,1,0.22,0.93,0.194
714,2011-02-02,1,0.22,0.93,0.1343
715,2011-02-02,1,0.22,0.93,0.1343
716,2011-02-02,1,0.22,0.93,0.2836
717,2011-02-02,1,0.22,0.93,0.1045
718,2011-02-02,1,0.22,0.93,0.1045
719,2011-02-02,1,0.22,0.93,0.2239
720,2011-02-02,1,0.22,0.93,0.2239
721,2011-02-02,1,0.24,0.93,0.0896
722,2011-02-02,1,0.22,1.0,0.0
723,2011-02-02,1,0.24,0.93,0.194
724,2011-02-02,1,0.24,0.93,0.2239
725,2011-02-02,1,0.34,0.93,0.1642
726,2011-02-02,1,0.38,0.82,0.3881
727,2011-02-02,1,0.38,0.76,0.3284
728,2011-02-02,1,0.36,0.71,0.2985
729,2011-02-02,1,0.36,0.53,0.5224
730,2011-02-02,1,0.34,0.42,0.5522
731,2011-02-02,1,0.28,0.45,0.4925
732,2011-02-02,1,0.24,0.48,0.5522
733,2011-02-02,1,0.22,0.47,0.3284
734,2011-02-02,1,0.22,0.44,0.2537
735,2011-02-02,1,0.2,0.44,0.4478
736,2011-02-03,1,0.2,0.4,0.4478
737,2011-02-03,1,0.2,0.44,0.5224
738,2011-02-03,1,0.18,0.43,0.2537
739,2011-02-03,1,0.18,0.43,0.2537
740,2011-02-03,1,0.16,0.5,0.2985
741,2011-02-03,1,0.16,0.43,0.3582
742,2011-02-03,1,0.14,0.5,0.3284
743,2011-02-03,1,0.14,0.5,0.3582
744,2011-02-03,1,0.16,0.47,0.2985
745,2011-02-03,1,0.18,0.43,0.3284
746,2011-02-03,1,0.18,0.43,0.4478
747,2011-02-03,1,0.2,0.4,0.3582
748,2011-02-03,1,0.2,0.4,0.4179
749,2011-02-03,1,0.22,0.37,0.3881
750,2011-02-03,1,0.22,0.37,0.3284
751,2011-02-03,1,0.22,0.37,0.2537
752,2011-02-03,1,0.2,0.4,0.194
753,2011-02-03,1,0.2,0.4,0.1642
754,2011-02-03,1,0.2,0.4,0.0
755,2011-02-03,1,0.2,0.47,0.0896
756,2011-02-03,1,0.18,0.55,0.1045
757,2011-02-03,1,0.18,0.51,0.0896
758,2011-02-03,1,0.2,0.47,0.1045
759,2011-02-04,1,0.2,0.44,0.0
760,2011-02-04,1,0.16,0.59,0.0
761,2011-02-04,1,0.14,0.63,0.1045
762,2011-02-04,1,0.14,0.63,0.1045
763,2011-02-04,1,0.14,0.63,0.1343
764,2011-02-04,1,0.16,0.55,0.0
765,2011-02-04,1,0.14,0.59,0.0
766,2011-02-04,1,0.14,0.74,0.1343
767,2011-02-04,1,0.16,0.8,0.1343
768,2011-02-04,1,0.2,0.51,0.1343
769,2011-02-04,1,0.22,0.51,0.1642
770,2011-02-04,1,0.24,0.48,0.1642
771,2011-02-04,1,0.26,0.5,0.2239
772,2011-02-04,1,0.28,0.45,0.1642
773,2011-02-04,1,0.28,0.48,0.2537
774,2011-02-04,1,0.3,0.42,0.2239
775,2011-02-04,1,0.26,0.56,0.1343
776,2011-02-04,1,0.24,0.6,0.1045
777,2011-02-04,1,0.24,0.65,0.1343
778,2011-02-04,1,0.24,0.65,0.1642
779,2011-02-04,1,0.24,0.7,0.1642
780,2011-02-04,1,0.24,0.65,0.1642
781,2011-02-04,1,0.24,0.7,0.1343
782,2011-02-05,1,0.24,0.7,0.1642
783,2011-02-05,1,0.24,0.65,0.1642
784,2011-02-05,1,0.24,0.75,0.1642
785,2011-02-05,1,0.24,0.75,0.1642
786,2011-02-05,1,0.22,0.93,0.1343
787,2011-02-05,1,0.2,1.0,0.0896
788,2011-02-05,1,0.2,1.0,0.0
789,2011-02-05,1,0.22,0.93,0.0896
790,2011-02-05,1,0.2,1.0,0.0896
791,2011-02-05,1,0.2,1.0,0.0896
792,2011-02-05,1,0.2,1.0,0.1343
793,2011-02-05,1,0.22,1.0,0.1343
794,2011-02-05,1,0.22,1.0,0.1642
795,2011-02-05,1,0.22,1.0,0.1642
796,2011-02-05,1,0.22,1.0,0.0
797,2011-02-05,1,0.22,1.0,0.0
798,2011-02-05,1,0.22,1.0,0.1343
799,2011-02-05,1,0.24,1.0,0.2836
800,2011-02-05,1,0.28,0.93,0.4478
801,2011-02-05,1,0.28,0.93,0.4478
802,2011-02-05,1,0.3,0.87,0.2537
803,2011-02-05,1,0.26,1.0,0.194
804,2011-02-05,1,0.26,0.93,0.1343
805,2011-02-05,1,0.26,0.93,0.2239
806,2011-02-06,1,0.26,0.7,0.194
807,2011-02-06,1,0.26,0.65,0.4179
808,2011-02-06,1,0.26,0.6,0.3284
809,2011-02-06,1,0.26,0.6,0.0896
810,2011-02-06,1,0.26,0.6,0.3582
811,2011-02-06,1,0.26,0.6,0.2239
812,2011-02-06,1,0.26,0.6,0.2239
813,2011-02-06,1,0.24,0.65,0.1642
814,2011-02-06,1,0.24,0.65,0.1045
815,2011-02-06,1,0.28,0.56,0.1045
816,2011-02-06,1,0.3,0.52,0.2537
817,2011-02-06,1,0.32,0.49,0.2537
818,2011-02-06,1,0.34,0.46,0.0
819,2011-02-06,1,0.34,0.46,0.0
820,2011-02-06,1,0.34,0.46,0.0896
821,2011-02-06,1,0.34,0.46,0.0896
822,2011-02-06,1,0.34,0.49,0.1045
823,2011-02-06,1,0.34,0.46,0.0
824,2011-02-06,1,0.3,0.56,0.1642
825,2011-02-06,1,0.28,0.61,0.1343
826,2011-02-06,1,0.28,0.61,0.1045
827,2011-02-06,1,0.26,0.6,0.0
828,2011-02-06,1,0.26,0.6,0.0
829,2011-02-06,1,0.24,0.65,0.0
830,2011-02-07,1,0.24,0.65,0.0
831,2011-02-07,1,0.22,0.75,0.0
832,2011-02-07,1,0.2,0.8,0.0
833,2011-02-07,1,0.2,0.86,0.0
834,2011-02-07,1,0.2,0.86,0.0
835,2011-02-07,1,0.2,0.86,0.0
836,2011-02-07,1,0.18,0.93,0.0
837,2011-02-07,1,0.18,0.86,0.0
838,2011-02-07,1,0.16,1.0,0.0
839,2011-02-07,1,0.22,0.8,0.0
840,2011-02-07,1,0.24,0.75,0.1045
841,2011-02-07,1,0.3,0.65,0.0896
842,2011-02-07,1,0.32,0.62,0.0
843,2011-02-07,1,0.36,0.57,0.0896
844,2011-02-07,1,0.36,0.57,0.0896
845,2011-02-07,1,0.38,0.54,0.0896
846,2011-02-07,1,0.36,0.57,0.1343
847,2011-02-07,1,0.32,0.7,0.1642
848,2011-02-07,1,0.34,0.66,0.1343
849,2011-02-07,1,0.32,0.7,0.0
850,2011-02-07,1,0.32,0.7,0.1045
851,2011-02-07,1,0.32,0.7,0.0
852,2011-02-07,1,0.28,0.81,0.0896
853,2011-02-07,1,0.3,0.81,0.0
854,2011-02-08,1,0.28,0.87,0.0
855,2011-02-08,1,0.28,0.87,0.0
856,2011-02-08,1,0.26,0.93,0.1045
857,2011-02-08,1,0.28,0.93,0.1642
858,2011-02-08,1,0.26,0.93,0.1642
859,2011-02-08,1,0.26,0.81,0.3284
860,2011-02-08,1,0.26,0.7,0.3284
861,2011-02-08,1,0.24,0.65,0.4179
862,2011-02-08,1,0.24,0.56,0.4925
863,2011-02-08,1,0.24,0.52,0.4925
864,2011-02-08,1,0.22,0.47,0.5522
865,2011-02-08,1,0.22,0.47,0.4627
866,2011-02-08,1,0.24,0.38,0.4925
867,2011-02-08,1,0.24,0.32,0.4478
868,2011-02-08,1,0.22,0.37,0.4179
869,2011-02-08,1,0.22,0.35,0.3881
870,2011-02-08,1,0.22,0.35,0.5224
871,2011-02-08,1,0.22,0.32,0.5821
872,2011-02-08,1,0.2,0.32,0.3881
873,2011-02-08,1,0.16,0.4,0.4627
874,2011-02-08,1,0.16,0.4,0.3284
875,2011-02-08,1,0.14,0.33,0.4627
876,2011-02-08,1,0.12,0.33,0.3582
877,2011-02-08,1,0.12,0.33,0.3284
878,2011-02-09,1,0.1,0.36,0.3582
879,2011-02-09,1,0.1,0.36,0.2239
880,2011-02-09,1,0.08,0.38,0.2836
881,2011-02-09,1,0.06,0.45,0.1343
882,2011-02-09,1,0.06,0.45,0.1045
883,2011-02-09,1,0.06,0.45,0.0
884,2011-02-09,1,0.06,0.49,0.1045
885,2011-02-09,1,0.1,0.42,0.0
886,2011-02-09,1,0.12,0.39,0.1642
887,2011-02-09,1,0.14,0.36,0.0
888,2011-02-09,1,0.14,0.43,0.1642
889,2011-02-09,1,0.18,0.4,0.2239
890,2011-02-09,1,0.18,0.4,0.2537
891,2011-02-09,1,0.2,0.34,0.2985
892,2011-02-09,1,0.2,0.34,0.2836
893,2011-02-09,1,0.2,0.37,0.2537
894,2011-02-09,1,0.2,0.34,0.2537
895,2011-02-09,1,0.18,0.47,0.2985
896,2011-02-09,1,0.14,0.86,0.2537
897,2011-02-09,1,0.14,0.86,0.1642
898,2011-02-09,1,0.14,0.86,0.1642
899,2011-02-09,1,0.16,0.8,0.1642
900,2011-02-09,1,0.16,0.8,0.194
901,2011-02-10,1,0.14,0.86,0.194
902,2011-02-10,1,0.14,0.8,0.1343
903,2011-02-10,1,0.14,0.8,0.1343
904,2011-02-10,1,0.14,0.59,0.2239
905,2011-02-10,1,0.12,0.5,0.2239
906,2011-02-10,1,0.12,0.54,0.2836
907,2011-02-10,1,0.1,0.5,0.4179
908,2011-02-10,1,0.1,0.49,0.3284
909,2011-02-10,1,0.12,0.42,0.3582
910,2011-02-10,1,0.12,0.42,0.2985
911,2011-02-10,1,0.14,0.39,0.3582
912,2011-02-10,1,0.16,0.34,0.3881
913,2011-02-10,1,0.18,0.29,0.2985
914,2011-02-10,1,0.2,0.27,0.2836
915,2011-02-10,1,0.2,0.25,0.2537
916,2011-02-10,1,0.2,0.27,0.2985
917,2011-02-10,1,0.18,0.26,0.194
918,2011-02-10,1,0.16,0.28,0.1343
919,2011-02-10,1,0.14,0.28,0.1045
920,2011-02-10,1,0.14,0.31,0.0896
921,2011-02-10,1,0.14,0.39,0.0
922,2011-02-10,1,0.12,0.39,0.0
923,2011-02-10,1,0.12,0.42,0.1045
924,2011-02-11,1,0.1,0.49,0.1045
925,2011-02-11,1,0.1,0.54,0.0896
926,2011-02-11,1,0.1,0.54,0.0896
927,2011-02-11,1,0.08,0.63,0.0896
928,2011-02-11,1,0.1,0.68,0.0
929,2011-02-11,1,0.08,0.73,0.0
930,2011-02-11,1,0.1,0.74,0.1642
931,2011-02-11,1,0.12,0.74,0.2239
932,2011-02-11,1,0.14,0.69,0.194
933,2011-02-11,1,0.22,0.47,0.1343
934,2011-02-11,1,0.22,0.47,0.1343
935,2011-02-11,1,0.24,0.35,0.194
936,2011-02-11,1,0.3,0.26,0.2537
937,2011-02-11,1,0.32,0.21,0.1642
938,2011-02-11,1,0.3,0.28,0.194
939,2011-02-11,1,0.3,0.24,0.0
940,2011-02-11,1,0.28,0.28,0.0
941,2011-02-11,1,0.26,0.33,0.0
942,2011-02-11,1,0.22,0.55,0.1343
943,2011-02-11,1,0.2,0.59,0.1343
944,2011-02-11,1,0.2,0.64,0.0896
945,2011-02-11,1,0.18,0.69,0.0
946,2011-02-12,1,0.16,0.69,0.0896
947,2011-02-12,1,0.14,0.86,0.0
948,2011-02-12,1,0.14,0.8,0.0
949,2011-02-12,1,0.12,0.8,0.0
950,2011-02-12,1,0.12,0.74,0.0896
951,2011-02-12,1,0.12,0.74,0.0896
952,2011-02-12,1,0.12,0.93,0.194
953,2011-02-12,1,0.12,0.8,0.1045
954,2011-02-12,1,0.14,0.86,0.1343
955,2011-02-12,1,0.16,0.64,0.1343
956,2011-02-12,1,0.22,0.41,0.2537
957,2011-02-12,1,0.3,0.28,0.3284
958,2011-02-12,1,0.3,0.39,0.4627
959,2011-02-12,1,0.3,0.39,0.4179
960,2011-02-12,1,0.34,0.31,0.2836
961,2011-02-12,1,0.34,0.29,0.4179
962,2011-02-12,1,0.34,0.29,0.4179
963,2011-02-12,1,0.32,0.31,0.5224
964,2011-02-12,1,0.28,0.38,0.3284
965,2011-02-12,1,0.28,0.38,0.1642
966,2011-02-12,1,0.26,0.41,0.2239
967,2011-02-12,1,0.26,0.41,0.0
968,2011-02-12,1,0.24,0.44,0.0896
969,2011-02-12,1,0.22,0.51,0.1343
970,2011-02-13,1,0.2,0.64,0.1045
971,2011-02-13,1,0.2,0.59,0.0896
972,2011-02-13,1,0.2,0.75,0.0896
973,2011-02-13,1,0.2,0.69,0.1045
974,2011-02-13,1,0.2,0.69,0.1642
975,2011-02-13,1,0.2,0.69,0.1343
976,2011-02-13,1,0.22,0.55,0.0
977,2011-02-13,1,0.22,0.64,0.194
978,2011-02-13,1,0.24,0.6,0.2239
979,2011-02-13,1,0.3,0.45,0.3284
980,2011-02-13,1,0.32,0.39,0.4478
981,2011-02-13,1,0.36,0.32,0.4627
982,2011-02-13,1,0.38,0.29,0.3582
983,2011-02-13,1,0.4,0.3,0.4179
984,2011-02-13,1,0.4,0.3,0.2985
985,2011-02-13,1,0.42,0.28,0.3284
986,2011-02-13,1,0.42,0.28,0.3284
987,2011-02-13,1,0.4,0.32,0.2985
988,2011-02-13,1,0.4,0.35,0.2836
989,2011-02-13,1,0.4,0.35,0.3284
990,2011-02-13,1,0.4,0.35,0.3582
991,2011-02-13,1,0.4,0.35,0.2985
992,2011-02-13,1,0.4,0.35,0.3582
993,2011-02-14,1,0.38,0.37,0.3582
994,2011-02-14,1,0.38,0.37,0.3582
995,2011-02-14,1,0.36,0.4,0.2985
996,2011-02-14,1,0.34,0.46,0.2239
997,2011-02-14,1,0.32,0.53,0.2836
998,2011-02-14,1,0.32,0.53,0.2836
999,2011-02-14,1,0.34,0.46,0.2985
1000,2011-02-14,1,0.34,0.46,0.2985
1001,2011-02-14,1,0.38,0.4,0.4627
1002,2011-02-14,1,0.4,0.37,0.3881
1003,2011-02-14,1,0.44,0.33,0.2239
1004,2011-02-14,1,0.52,0.23,0.2537
1005,2011-02-14,1,0.56,0.22,0.4478
1006,2011-02-14,1,0.58,0.19,0.3881
1007,2011-02-14,1,0.6,0.15,0.4925
1008,2011-02-14,1,0.56,0.21,0.6567
1009,2011-02-14,1,0.52,0.27,0.4627
1010,2011-02-14,1,0.46,0.33,0.6119
1011,2011-02-14,1,0.4,0.4,0.6119
1012,2011-02-14,1,0.38,0.43,0.4925
1013,2011-02-14,1,0.36,0.46,0.4627
1014,2011-02-14,1,0.36,0.5,0.5224
1015,2011-02-14,1,0.34,0.46,0.6567
1016,2011-02-14,1,0.32,0.49,0.4925
1017,2011-02-15,1,0.3,0.49,0.4179
1018,2011-02-15,1,0.3,0.42,0.7761
1019,2011-02-15,1,0.28,0.41,0.6866
1020,2011-02-15,1,0.22,0.37,0.5224
1021,2011-02-15,1,0.22,0.32,0.4627
1022,2011-02-15,1,0.2,0.32,0.3284
1023,2011-02-15,1,0.2,0.32,0.3582
1024,2011-02-15,1,0.2,0.32,0.3582
1025,2011-02-15,1,0.22,0.29,0.4478
1026,2011-02-15,1,0.24,0.27,0.2836
1027,2011-02-15,1,0.26,0.25,0.2537
1028,2011-02-15,1,0.28,0.24,0.2537
1029,2011-02-15,1,0.32,0.21,0.2239
1030,2011-02-15,1,0.34,0.19,0.2239
1031,2011-02-15,1,0.34,0.19,0.1642
1032,2011-02-15,1,0.34,0.19,0.2537
1033,2011-02-15,1,0.32,0.22,0.2239
1034,2011-02-15,1,0.3,0.22,0.1343
1035,2011-02-15,1,0.28,0.26,0.1343
1036,2011-02-15,1,0.26,0.33,0.1045
1037,2011-02-15,1,0.24,0.52,0.0
1038,2011-02-15,1,0.24,0.44,0.0
1039,2011-02-15,1,0.22,0.44,0.0896
1040,2011-02-16,1,0.22,0.41,0.0896
1041,2011-02-16,1,0.2,0.44,0.0896
1042,2011-02-16,1,0.2,0.47,0.194
1043,2011-02-16,1,0.2,0.51,0.194
1044,2011-02-16,1,0.2,0.47,0.194
1045,2011-02-16,1,0.2,0.55,0.2239
1046,2011-02-16,1,0.2,0.55,0.2239
1047,2011-02-16,1,0.22,0.55,0.1642
1048,2011-02-16,1,0.24,0.52,0.2836
1049,2011-02-16,1,0.26,0.41,0.3881
1050,2011-02-16,1,0.34,0.34,0.2985
1051,2011-02-16,1,0.38,0.32,0.3284
1052,2011-02-16,1,0.42,0.3,0.3582
1053,2011-02-16,1,0.46,0.28,0.4179
1054,2011-02-16,1,0.46,0.28,0.4179
1055,2011-02-16,1,0.46,0.31,0.3881
1056,2011-02-16,1,0.46,0.28,0.2836
1057,2011-02-16,1,0.4,0.4,0.2239
1058,2011-02-16,1,0.34,0.53,0.2239
1059,2011-02-16,1,0.38,0.43,0.194
1060,2011-02-16,1,0.36,0.46,0.194
1061,2011-02-16,1,0.34,0.53,0.194
1062,2011-02-16,1,0.38,0.4,0.2239
1063,2011-02-17,1,0.34,0.53,0.194
1064,2011-02-17,1,0.34,0.53,0.2239
1065,2011-02-17,1,0.34,0.53,0.2239
1066,2011-02-17,1,0.34,0.53,0.194
1067,2011-02-17,1,0.32,0.57,0.194
1068,2011-02-17,1,0.32,0.66,0.0896
1069,2011-02-17,1,0.3,0.7,0.1343
1070,2011-02-17,1,0.32,0.57,0.1045
1071,2011-02-17,1,0.32,0.57,0.0896
1072,2011-02-17,1,0.36,0.57,0.194
1073,2011-02-17,1,0.38,0.54,0.194
1074,2011-02-17,1,0.44,0.44,0.2537
1075,2011-02-17,1,0.48,0.41,0.2239
1076,2011-02-17,1,0.54,0.34,0.2239
1077,2011-02-17,1,0.6,0.31,0.2239
1078,2011-02-17,1,0.6,0.28,0.2537
1079,2011-02-17,1,0.56,0.35,0.2985
1080,2011-02-17,1,0.58,0.32,0.2985
1081,2011-02-17,1,0.54,0.42,0.2836
1082,2011-02-17,1,0.48,0.55,0.3284
1083,2011-02-17,1,0.48,0.59,0.3284
1084,2011-02-17,1,0.52,0.55,0.3881
1085,2011-02-17,1,0.5,0.59,0.2836
1086,2011-02-17,1,0.46,0.67,0.2985
1087,2011-02-18,1,0.44,0.72,0.2836
1088,2011-02-18,1,0.44,0.72,0.2239
1089,2011-02-18,1,0.44,0.72,0.2836
1090,2011-02-18,1,0.46,0.67,0.2537
1091,2011-02-18,1,0.46,0.67,0.2537
1092,2011-02-18,1,0.46,0.67,0.1045
1093,2011-02-18,1,0.44,0.72,0.1642
1094,2011-02-18,1,0.42,0.77,0.2239
1095,2011-02-18,1,0.42,0.77,0.194
1096,2011-02-18,1,0.42,0.77,0.194
1097,2011-02-18,1,0.44,0.72,0.2239
1098,2011-02-18,1,0.44,0.72,0.1642
1099,2011-02-18,1,0.5,0.59,0.194
1100,2011-02-18,1,0.6,0.43,0.194
1101,2011-02-18,1,0.66,0.36,0.2985
1102,2011-02-18,1,0.66,0.36,0.3284
1103,2011-02-18,1,0.66,0.36,0.2836
1104,2011-02-18,1,0.66,0.34,0.3582
1105,2011-02-18,1,0.64,0.33,0.3284
1106,2011-02-18,1,0.62,0.29,0.5821
1107,2011-02-18,1,0.6,0.31,0.194
1108,2011-02-18,1,0.58,0.21,0.4925
1109,2011-02-18,1,0.54,0.1,0.2537
1110,2011-02-18,1,0.52,0.08,0.2836
1111,2011-02-19,1,0.48,0.12,0.4925
1112,2011-02-19,1,0.46,0.14,0.4179
1113,2011-02-19,1,0.44,0.13,0.3881
1114,2011-02-19,1,0.42,0.14,0.2985
1115,2011-02-19,1,0.4,0.15,0.3284
1116,2011-02-19,1,0.4,0.15,0.3284
1117,2011-02-19,1,0.4,0.17,0.4179
1118,2011-02-19,1,0.38,0.17,0.5224
1119,2011-02-19,1,0.38,0.17,0.5821
1120,2011-02-19,1,0.4,0.16,0.6567
1121,2011-02-19,1,0.42,0.16,0.5821
1122,2011-02-19,1,0.44,0.16,0.5821
1123,2011-02-19,1,0.44,0.18,0.4925
1124,2011-02-19,1,0.44,0.16,0.6119
1125,2011-02-19,1,0.46,0.15,0.6567
1126,2011-02-19,1,0.44,0.16,0.7463
1127,2011-02-19,1,0.44,0.16,0.6418
1128,2011-02-19,1,0.42,0.19,0.6119
1129,2011-02-19,1,0.36,0.25,0.4478
1130,2011-02-19,1,0.34,0.29,0.3582
1131,2011-02-19,1,0.32,0.28,0.5224
1132,2011-02-19,1,0.32,0.26,0.5522
1133,2011-02-19,1,0.3,0.28,0.4925
1134,2011-02-19,1,0.28,0.33,0.4478
1135,2011-02-20,1,0.26,0.35,0.4478
1136,2011-02-20,1,0.24,0.41,0.4627
1137,2011-02-20,1,0.24,0.41,0.5522
1138,2011-02-20,1,0.22,0.44,0.5522
1139,2011-02-20,1,0.22,0.44,0.5522
1140,2011-02-20,1,0.2,0.47,0.2985
1141,2011-02-20,1,0.18,0.51,0.2537
1142,2011-02-20,1,0.2,0.51,0.1045
1143,2011-02-20,1,0.22,0.47,0.2836
1144,2011-02-20,1,0.26,0.41,0.194
1145,2011-02-20,1,0.3,0.33,0.1642
1146,2011-02-20,1,0.3,0.33,0.1045
1147,2011-02-20,1,0.34,0.29,0.0
1148,2011-02-20,1,0.36,0.27,0.1642
1149,2011-02-20,1,0.36,0.27,0.0896
1150,2011-02-20,1,0.36,0.29,0.0896
1151,2011-02-20,1,0.34,0.33,0.1642
1152,2011-02-20,1,0.34,0.36,0.1343
1153,2011-02-20,1,0.34,0.36,0.1343
1154,2011-02-20,1,0.34,0.42,0.0
1155,2011-02-20,1,0.32,0.53,0.0
1156,2011-02-20,1,0.32,0.57,0.2239
1157,2011-02-20,1,0.3,0.61,0.1642
1158,2011-02-21,1,0.34,0.42,0.3284
1159,2011-02-21,1,0.34,0.42,0.3284
1160,2011-02-21,1,0.34,0.42,0.3284
1161,2011-02-21,1,0.34,0.42,0.2985
1162,2011-02-21,1,0.32,0.45,0.1642
1163,2011-02-21,1,0.34,0.36,0.0
1164,2011-02-21,1,0.42,0.26,0.2985
1165,2011-02-21,1,0.42,0.26,0.2836
1166,2011-02-21,1,0.32,0.57,0.2985
